name,category,vendor,price,product_url,is_sold_out,scraped_at
,dairy-eggs,Tivoli MushroomsTivoli MushroomsOrganic Beech Mushrooms,4 oz$6.49,https://farmtopeople.com/product/beech-mushrooms-1906,False,2025-08-16T14:39:51.206099
,dairy-eggs,Kennett Square SpecialtiesKennett Square Specia...Cremini Mushrooms,8 oz$3.49,https://farmtopeople.com/product/cremini-mushrooms-1498,False,2025-08-16T14:39:51.221856
,dairy-eggs,Kennett Square SpecialtiesKennett Square Specia...Portobello Mushrooms,10 oz$4.49,https://farmtopeople.com/product/portobello-mushrooms-1736,False,2025-08-16T14:39:51.236706
,dairy-eggs,Tivoli MushroomsTivoli MushroomsOrganic Maitake Mushrooms,4 oz$8.29,https://farmtopeople.com/product/maitake-mushrooms-1919,False,2025-08-16T14:39:51.252204
,dairy-eggs,Tivoli MushroomsTivoli MushroomsOrganic Royal Trumpet Mushrooms,6 oz$8.29,https://farmtopeople.com/product/royal-trumpet-mushrooms-4132,False,2025-08-16T14:39:51.267132
,dairy-eggs,Kennett Square SpecialtiesKennett Square Specia...Shiitake Mushrooms,6 oz$5.99,https://farmtopeople.com/product/shiitake-mushrooms-3941,False,2025-08-16T14:39:51.282453
,dairy-eggs,Farm to PeopleFarm to PeopleCooking Essentials,$4.29,https://farmtopeople.com/product/cooking-essentials-0343,False,2025-08-16T14:39:51.297016
,dairy-eggs,Christopher Ranch GarlicChristopher Ranch Gar...Organic Garlic,1 head$1.00,https://farmtopeople.com/product/garlic-1389,False,2025-08-16T14:39:51.313278
,dairy-eggs,Dagele Brothers ProduceDagele Brothers Produ...Yellow Onions,3 pieces (1 lb)$1.79,https://farmtopeople.com/product/yellow-onions-0008,False,2025-08-16T14:39:51.328304
,dairy-eggs,Dagele Brothers ProduceDagele Brothers Produ...Yellow Onions,2.0 Lbs$2.49,https://farmtopeople.com/product/add-veg-6810,False,2025-08-16T14:39:51.343838
,dairy-eggs,Dagele Brothers ProduceDagele Brothers Produ...Red Onions,3 Pieces (1 lb)$1.79,https://farmtopeople.com/product/red-onions-1848,False,2025-08-16T14:39:51.361127
,dairy-eggs,Dagele Brothers ProduceDagele Brothers Produ...Red Onions,2 Lbs$3.49,https://farmtopeople.com/product/add-veg-6816,False,2025-08-16T14:39:51.377821
,dairy-eggs,Grown in CaliforniaGrown in CaliforniaShallots,4 pieces$2.49,https://farmtopeople.com/product/shallots-2534,False,2025-08-16T14:39:51.395013
,dairy-eggs,Sun Sprout FarmSun Sprout FarmOrganic Garlic Scapes,1 bunch$3.99,https://farmtopeople.com/product/garlic-scapes-organic-4749,False,2025-08-16T14:39:51.412103
,dairy-eggs,Row 7 Seed CompanyRow 7 Seed CompanyOrganic Sweet Garleek,8 oz$3.99,https://farmtopeople.com/product/add-veg-5296,False,2025-08-16T14:39:51.427399
,dairy-eggs,Sun Sprout FarmSun Sprout FarmOrganic Scallions,1 bunch$3.99,https://farmtopeople.com/product/scallions-1487,False,2025-08-16T14:39:51.443234
,dairy-eggs,FLX Farm FreshFLX Farm FreshOrganic Fresh Sweet Onions,1 piece$2.49,https://farmtopeople.com/product/add-veg-5560,False,2025-08-16T14:39:51.458122
,dairy-eggs,Sun Sprout FarmSun Sprout FarmOrganic Fresh Basil,1 bunch$4.99,https://farmtopeople.com/product/sweet-broadleaf-basil-1983,False,2025-08-16T14:39:51.473761
,dairy-eggs,Sun Sprout FarmSun Sprout FarmOrganic Italian Parsley,1 bunch$3.29,https://farmtopeople.com/product/italian-parsley-4742,False,2025-08-16T14:39:51.488946
,dairy-eggs,Grown in CaliforniaGrown in CaliforniaOrganic Cilantro,1 bunch$2.99,https://farmtopeople.com/product/cilantro-3568,False,2025-08-16T14:39:51.504779
,dairy-eggs,Lancaster Farm Fresh CooperativeLancaster Farm Fresh ...Organic Dill,1 bunch$3.49,https://farmtopeople.com/product/dill-1889,False,2025-08-16T14:39:51.519986
,dairy-eggs,Sun Sprout FarmSun Sprout FarmOrganic Bunched Spearmint,1 bunch$3.99,https://farmtopeople.com/product/mint-1999,False,2025-08-16T14:39:51.535318
,dairy-eggs,Sucker Brook FarmSucker Brook FarmOrganic Bunched Rosemary,1 bunch$4.99,https://farmtopeople.com/product/add-herb-5476,False,2025-08-16T14:39:51.551376
,dairy-eggs,Lancaster Farm Fresh CooperativeLancaster Farm Fresh ...Organic Bunched Thyme,1 bunch$4.99,https://farmtopeople.com/product/thyme-2452,False,2025-08-16T14:39:51.566365
,dairy-eggs,Sucker Brook FarmSucker Brook FarmOrganic Chives,1 bunch$4.99,https://farmtopeople.com/product/chives-2059,False,2025-08-16T14:39:51.580692
,dairy-eggs,Lancaster Farm Fresh CooperativeLancaster Farm Fresh ...Organic Bunched Sage,1 bunch$4.49,https://farmtopeople.com/product/sage-4743,False,2025-08-16T14:39:51.595974
,dairy-eggs,Sunny HarvestSunny HarvestSeasonal Flower Bouquet,1 bouquet$16.99,https://farmtopeople.com/product/fall-bouquet-4966,False,2025-08-16T14:39:51.611751
,dairy-eggs,Sunny HarvestSunny HarvestDahlias,1 bunch$15.99,https://farmtopeople.com/product/add-flo-5605,False,2025-08-16T14:39:51.628670
,dairy-eggs,Sunny HarvestSunny HarvestMarigolds,1 bunch$15.99,https://farmtopeople.com/product/add-flo-5604,False,2025-08-16T14:39:51.643656
,dairy-eggs,Sunny HarvestSunny HarvestSunflowers,1 bunch$7.99,https://farmtopeople.com/product/add-flo-5603,False,2025-08-16T14:39:51.658030
,dairy-eggs,Seal the SeasonsSeal the SeasonsFrozen Pennsylvania Sliced Peaches,32.0 Ounce$13.79,https://farmtopeople.com/product/frozen-pennsylvania-sliced-peaches-3439,False,2025-08-16T14:39:51.672762
,dairy-eggs,Seal the SeasonsSeal the SeasonsFrozen New York Tart Cherries,32.0 Ounce$13.79,https://farmtopeople.com/product/frozen-new-york-tart-cherries-3438,False,2025-08-16T14:39:51.688995
,dairy-eggs,Seal the SeasonsSeal the SeasonsSuper Greens Cleanse Smoothie Mix,24.0 Ounce$12.99,https://farmtopeople.com/product/super-greens-cleanse-smoothie-mix-4508,False,2025-08-16T14:39:51.704031
,dairy-eggs,Seal the SeasonsSeal the SeasonsCherry Berry Blend,32.0 Ounce$13.79,https://farmtopeople.com/product/cherry-berry-blend-4012,False,2025-08-16T14:39:51.719579
,dairy-eggs,Seal the SeasonsSeal the SeasonsAçai Antioxidant Smoothie Mix,24.0 Ounce$12.99,https://farmtopeople.com/product/a-ai-antioxidant-smoothie-mix-4506,False,2025-08-16T14:39:51.734472
,dairy-eggs,Seal the SeasonsSeal the SeasonsDragonfruit Probiotic Smoothie Mix,32.0 Ounce$13.79,https://farmtopeople.com/product/frozen-new-jersey-blueberries-3850,False,2025-08-16T14:39:51.749137
,dairy-eggs,Seal the SeasonsSeal the SeasonsBlue Spirulina Tropical Smoothie Kit,24.0 oz$12.99,https://farmtopeople.com/product/add-sts-4434,False,2025-08-16T14:39:51.764184
,dairy-eggs,Seal the SeasonsSeal the SeasonsOrganic Frozen New Jersey Blueberries,32.0 Ounce$16.99,https://farmtopeople.com/product/frozen-new-jersey-blueberries-3437,False,2025-08-16T14:39:51.780092
,dairy-eggs,Seal the SeasonsSeal the SeasonsOrganic Frozen Maine Wild Blueberries,32.0 oz$16.99,https://farmtopeople.com/product/add-fru-6785,False,2025-08-16T14:39:51.795084
,dairy-eggs,Headwater Food HubHeadwater Food HubFrozen Peas,24 oz$5.99,https://farmtopeople.com/product/add-veg-5507,False,2025-08-16T14:39:51.809789
,dairy-eggs,Headwater Food HubHeadwater Food HubFrozen Corn,24 oz$5.99,https://farmtopeople.com/product/add-veg-5506,False,2025-08-16T14:39:51.824512
,dairy-eggs,Headwater Food HubHeadwater Food HubFrozen Green Beans,20 oz$4.99,https://farmtopeople.com/product/add-veg-5512,False,2025-08-16T14:39:51.839204
,dairy-eggs,Headwater Food HubHeadwater Food HubFrozen Carrots,24 oz$4.99,https://farmtopeople.com/product/add-veg-5511,False,2025-08-16T14:39:51.854232
,dairy-eggs,Hudson HarvestHudson HarvestFrozen Diced Bell Peppers,10.0 Ounce$5.99,https://farmtopeople.com/product/frozen-diced-bell-peppers-3362,False,2025-08-16T14:39:51.869648
,dairy-eggs,Hudson HarvestHudson HarvestFrozen Cherry Tomatoes,10.0 Ounce$5.49,https://farmtopeople.com/product/frozen-cherry-tomatoes-3351,False,2025-08-16T14:39:51.884697
,dairy-eggs,Hudson HarvestHudson HarvestFrozen Cauliflower Rice,10.0 Ounce$5.99,https://farmtopeople.com/product/frozen-cauliflower-rice-3350,False,2025-08-16T14:39:51.900014
